Date	Dh(mm)
27/04/2017 00:00	0
12/05/2017 00:00	-10
25/05/2017 00:00	-15
13/06/2017 00:00	-15
19/06/2017 00:00	0
29/03/2018 00:00	0
01/05/2018 00:00	-80
11/06/2018 00:00	-80
08/07/2018 00:00	-45
30/07/2018 00:00	-25
18/08/2018 00:00	-10
29/08/2018 00:00	-10
29/08/2018 17:00	-15
06/09/2018 07:00	-15
06/09/2018 09:00	-40
07/09/2018 00:00	-15
17/09/2018 00:00	-10
29/09/2018 00:00	-10
12/11/2018 00:00	-20
12/11/2018 12:00	-60
14/11/2018 00:00	-60
15/11/2018 12:00	-30
25/11/2018 00:00	-20
25/11/2018 15:00	-60
21/12/2018 00:00	-60
23/12/2018 00:00	-25
29/01/2019 12:00	-25
01/02/2019 00:00	0
08/03/2019 00:00	0
10/04/2019 00:00	-50
22/04/2019 00:00	-65
05/05/2019 00:00	-75
03/06/2019 00:00	-35
11/06/2019 00:00	-35
13/06/2019 00:00	-105
15/06/2019 00:00	-105
26/06/2019 00:00	-50
01/07/2019 00:00	-40
31/07/2019 00:00	-7
06/08/2019 00:00	0
22/10/2020 00:00	0
22/10/2020 17:30	-50
25/10/2020 05:30	-50
25/10/2020 11:59	-100
25/10/2020 12:00	0
10/04/2021 00:00	0
10/05/2021 14:07	-45
30/06/2021 22:30	-50
14/07/2021 02:16	-28
17/08/2021 09:13	-38
31/08/2021 06:42	-16
30/09/2021 18:43	-38
16/10/2021 11:43	0
24/03/2022 00:00	0
12/04/2022 10:00	-26
02/06/2022 08:00	-15
05/07/2022 09:23	-19
24/08/2022 09:20	-8
18/10/2022 14:23	-108
07/12/2022 11:55	-105
17/01/2023 17:00	0
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
